,master_metadata_track_name,master_metadata_album_album_name,spotify_track_uri,master_metadata_album_artist_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
13334,"Sakrileg, Kapitel 34",Sakrileg,spotify:track:4J7EhPyKskob6HSX6HrbvH,Dan Brown,0.074,0.625,363787,0.622,0.0,11,0.475,-16.701,0,0.934,167.435,4,0.42
13335,All Night With You (feat. Chubz & Antics),All Night With You (feat. Chubz & Antics),spotify:track:4J8CdDjOKtOQVMCYCUmOts,The Royal,0.0039,0.525,202789,0.891,0.0,8,0.0752,-3.012,0,0.0946,128.082,4,0.512
13336,Howling,Teaching Materials,spotify:track:4JApzIizO47JH8aeUOd7pw,Abingdon Boys School,0.00169,0.383,282000,0.933,0.0,7,0.373,-4.948,1,0.219,165.941,4,0.378
13337,HausMannFrau,HausMannFrau,spotify:track:4JBWUpKbmUNVxuhB4fwzc1,SEELEMANN,0.67,0.533,214460,0.393,2.73e-06,0,0.105,-8.104,1,0.0561,134.063,4,0.229
13338,Bent,Kiasmos,spotify:track:4JD1CS0yfo9EXHOZbc0eKo,Kiasmos,0.235,0.703,345022,0.677,0.862,4,0.0878,-11.094,1,0.0519,122.003,3,0.377
13339,Mind Garden,Mind Garden,spotify:track:4JDGGta3s1syTIVDR1JYBP,Leavv,0.344,0.583,133814,0.0717,0.806,2,0.0909,-17.972,0,0.038,144.048,4,0.116
13340,,,spotify:track:4JHIOQE4nAtUSfGuzDLjYa,,0.0356,0.688,223079,0.532,3.08e-06,6,0.172,-8.361,0,0.0875,164.068,4,0.565
13341,Send My Love (To Your New Lover),Send My Love (To Your New Lover),"spotify:track:4JHIOQE4nAtUSfGuzDLjYa,spotify:track:3KZcrZ36LW9RnChK1iIkth",Adele,,,,,,,,,,,,,
13342,,,spotify:track:4JHg4nNYUJQ5HULcCmI18R,,0.000673,0.549,189693,0.758,6.79e-06,6,0.0926,-3.991,0,0.0406,139.052,4,0.822
13343,What You Know,Tourist History,"spotify:track:4JHg4nNYUJQ5HULcCmI18R,spotify:track:1qfYG2JrchEyJiqKnkE7YQ",Two Door Cinema Club,,,,,,,,,,,,,
13344,Ich hab Polizei - Instrumental,Ich hab Polizei,spotify:track:4JJeir043mUzXy9WSQvb16,POL1Z1STENS0HN a.k.a. Jan Böhmermann,0.000342,0.68,226032,0.52,0.911,1,0.0943,-10.496,1,0.0367,115.993,5,0.427
13345,Nothing Arrived - Live from Spotify London,Spotify Sessions,spotify:track:4JKHACLkotsxdKNF9vJYOS,Villagers,0.929,0.579,219093,0.415,0.0018,7,0.671,-11.599,1,0.0397,102.713,4,0.42
13346,Jenny (I Wanna Ruin Our Friendship),Jenny (I Wanna Ruin Our Friendship),spotify:track:4JLBDUYSaOMPYND0iWeSWQ,Studio Killers,0.00305,0.668,215280,0.798,0.0144,11,0.277,-5.701,1,0.0334,133.928,4,0.575
13347,,,spotify:track:4JLI9AgtAXutJvjlXgZBoR,,0.499,0.87,108078,0.146,0.941,8,0.105,-11.877,0,0.22,80.087,4,0.889
13348,GO!,Be,spotify:track:4JNTpbntShpUpACDUzwHV5,Common,0.0914,0.838,224160,0.763,1.39e-05,10,0.123,-11.132,0,0.227,104.957,4,0.544
13349,Fairytale,Sadnecessary,spotify:track:4JQQFICIr3W7dBkrpY95eF,Milky Chance,0.0741,0.756,256000,0.806,0.162,7,0.101,-9.188,0,0.0309,106.023,4,0.938
13350,,,spotify:track:4JRSfGp6XYhUhmswfgRJow,,0.848,0.548,267427,0.441,1.26e-06,2,0.14,-13.126,1,0.057,95.809,4,0.666
13351,"Probleme, die ich früher noch nicht hatte",Klaviersdelikte,"spotify:track:4JRSfGp6XYhUhmswfgRJow,spotify:track:4pRVPMtQLRCv8rIpjnBEWD",Bodo Wartke,,,,,,,,,,,,,
13352,Jupiter,Roofs,spotify:track:4JRnWb2QJgfFAbIL318YCW,Mooryc,0.102,0.976,199366,0.607,0.000114,4,0.0836,-9.057,0,0.0537,111.005,4,0.965
13353,Bottom of the River,After It All,spotify:track:4JS90jy3t634UFUJfsNNp7,Delta Rae,0.573,0.668,202520,0.63,0.0,11,0.0869,-5.746,0,0.0828,74.672,4,0.716
13354,Silence,Focus Your Brain - Deep Ambient Soundscapes Vol 1,spotify:track:4JU1uJZmDZCAJYEZ8MpIjp,Musicboxes,0.495,0.154,188464,0.101,0.806,0,0.0931,-23.706,1,0.0432,140.07,3,0.0761
13355,,,spotify:track:4JUKsINwgW3XuqNL1jGglh,,0.4,0.831,140500,0.237,0.857,10,0.129,-9.067,1,0.457,81.99,4,0.577
13356,Overtime,Workflow,spotify:track:4JVRDcgnEw8MK50mMi3QWp,Flacvih,0.431,0.643,102321,0.117,0.812,3,0.0958,-18.213,1,0.0968,84.014,4,0.182
13357,"Helden des Olymp, Teil 5: Das Blut des Olymp, Kapitel 82","Helden des Olymp, Teil 5: Das Blut des Olymp",spotify:track:4JWdup2WmMYluiMJrXYzHn,Rick Riordan,0.114,0.717,246833,0.233,0.0,9,0.131,-18.433,0,0.938,119.493,3,0.635
13358,Durstlöscher - Piano Version,Dachfenster,spotify:track:4JZWDzAyMGL1RB724RMddY,Gustav,0.93,0.745,158932,0.286,1.07e-06,1,0.24,-15.472,0,0.0701,133.817,4,0.755
13359,Playlist - Radio Version,Alle guten Dinge,spotify:track:4JatZ9fiE55AoKSWbfsvgb,Jonas Monar,0.215,0.608,180093,0.845,0.0,9,0.175,-6.459,1,0.0753,168.069,4,0.593
13360,Black Cherry,Black Cherry,spotify:track:4Jb2yN9IdSSV35jpJtC05B,Hudson Mohawke,0.0569,0.619,177000,0.733,0.282,11,0.362,-8.676,0,0.0631,124.058,5,0.0745
13361,Peach Garden,KO-OP 2,spotify:track:4Jd52gYKeBQxhODYUMHbPC,Joe Corfield,0.784,0.805,110987,0.0828,0.828,2,0.0959,-11.047,0,0.0496,88.243,4,0.834
13362,Northern Light,Burning Blossom,spotify:track:4Jg1RKc7mxronLtQVJItid,Drchamploo,0.711,0.768,191948,0.414,0.859,7,0.121,-12.203,1,0.0411,87.0,4,0.383
13363,Alwayshere,Chillhop Essentials Summer 2020,spotify:track:4JgAWJuhiO3RR0x5hbG1fA,SwuM,0.857,0.693,113000,0.359,0.819,2,0.111,-10.696,0,0.0481,85.009,4,0.328
13364,All Good Things (Come To An End) - Home Session,rookery live tapes,spotify:track:4JgT8muqC8qOOzvrbi04dI,Giant Rooks,0.338,0.44,262378,0.683,0.000229,2,0.106,-6.703,1,0.0328,202.033,4,0.318
13365,Sorry,Sorry,spotify:track:4Jgrb2AFXvmTnq2TcqTIQS,Lofi Fruits Music,0.884,0.778,105052,0.285,0.8,1,0.174,-16.257,0,0.195,130.01,4,0.593
13366,Good Guy - triple j Like A Version,Good Guy,spotify:track:4JhRrFf4hDjOvzQqpZIJKr,Arlo Parks,0.746,0.679,257416,0.297,0.243,5,0.104,-12.396,1,0.0278,109.983,4,0.0602
13367,Werbistich,Die Zähmung der Hydra,spotify:track:4JiO8w4IJmCAqkxtGbAMFj,Shaban,0.594,0.845,385960,0.741,0.0,7,0.272,-6.867,1,0.138,105.119,4,0.743
13368,I lie,Lang: The Little Match Girl Passion,spotify:track:4JjFlelE1x55yUnmXSJJvS,David Lang,0.992,0.196,312893,0.0323,0.0033,1,0.0906,-31.991,1,0.0456,143.42,1,0.0317
13369,Linksradikaler Schlager,Linksradikaler Schlager,spotify:track:4JjPEOCqAsLBZ9VJYfhxlX,Swiss,0.00447,0.632,247217,0.837,0.0,4,0.027,-4.25,0,0.0314,140.009,4,0.67
13370,Aporue,Typisch Spanische Gitarrenmusik,spotify:track:4Jk2luhfKZAOfa1LylxRmw,Don Julin,0.917,0.681,193541,0.435,0.956,5,0.105,-14.06,0,0.0345,100.094,4,0.61
13371,Ich weiß nicht recht,Gott zum Gruße,spotify:track:4Jl4FMQQ6vGgifhHvsFrhi,Waving The Guns,0.0664,0.639,210000,0.636,0.0,11,0.357,-8.143,0,0.199,148.962,4,0.624
13372,,,spotify:track:4JpQTJiiVP8iWqpbX4FslE,,0.494,0.777,205000,0.844,2.92e-06,0,0.323,-5.019,1,0.213,109.998,4,0.762
13373,König Hurensohn,Abrakadabra,"spotify:track:4JpQTJiiVP8iWqpbX4FslE,spotify:track:7pQMTWG8iSkB0K9gvZPhVS",257ers,,,,,,,,,,,,,
13374,Kapitel 5.3 - Die Bibel - Das Alte Testament,Die Bibel - Das Alte Testament,spotify:track:4JqWSYSd4IgjGKsDk1nc1z,Sybil Gräfin Schönfeldt,0.165,0.7,97300,0.252,0.0,0,0.392,-20.693,0,0.942,133.847,3,0.477
13375,SKIN TO BONE,LIVING THINGS,spotify:track:4JqgUZ4yZqjeEmgJNsuUjX,Linkin Park,0.0435,0.471,168347,0.977,0.0777,9,0.433,-3.593,0,0.054,159.992,4,0.762
13376,,,spotify:track:4JswQ5RPx2SBuU3kxxeazr,,0.991,0.535,209560,0.111,0.924,2,0.146,-20.604,1,0.0392,128.605,1,0.4
13377,Welcome To The Club,Best Of,spotify:track:4Jtr2tHsPeysMUWWimvc1d,Manian,0.0251,0.553,192400,0.988,0.000826,0,0.305,-5.882,1,0.0564,151.977,4,0.134
13378,Heart of Courage,Invincible,spotify:track:4JtvyWkWQTPVcroZf8JJkp,Thomas Bergersen,0.511,0.353,117395,0.591,0.896,1,0.108,-8.126,1,0.0512,67.523,4,0.198
13379,Black Holes (Solid Ground),Black Holes,spotify:track:4JuQaU1j7vFXwK5g30kxiv,The Blue Stones,0.00798,0.562,185960,0.843,3.1e-05,11,0.112,-4.238,0,0.0363,91.979,4,0.262
13380,How We Do It Tonight - Command Strange Remix,How We Do It Tonight,spotify:track:4JuSFPzMDcnc45Mxy7iZH4,Think Tonk,0.034,0.607,293156,0.764,0.105,6,0.613,-4.967,0,0.0528,174.985,4,0.35
13381,Wish You Were Here,The Stage,spotify:track:4JwxJm8zCPbc1DMcfVdbBl,Avenged Sevenfold,0.00177,0.572,313919,0.567,0.00793,7,0.0689,-8.432,1,0.0298,130.018,4,0.29
13382,Swimming Pools,187,spotify:track:4Jx7iiuoJ4qngn7l2ScVc3,Tyga,0.0218,0.414,204071,0.617,0.0,1,0.0959,-6.52,0,0.44,75.994,4,0.244
13383,Illuminate,Illuminate,spotify:track:4JxNnZ2wf9t3KGnB0cIwRU,WILDES,0.571,0.524,267123,0.341,0.282,9,0.106,-11.421,0,0.0312,79.979,4,0.296
13384,Prominent,Palmen aus Plastik 2,spotify:track:4JxvECbZ3Oes1eUrmhQNSH,Bonez MC,0.558,0.671,158555,0.557,0.0,11,0.101,-7.71,0,0.234,93.996,4,0.414
13385,Korra Ending Theme,Pai Sho,spotify:track:4JyeRLWyxi7ywUz8VM74Qx,Lofi Fruits Music,0.00793,0.566,112562,0.434,0.917,6,0.119,-10.296,0,0.0292,160.032,4,0.229
13386,Wieder da - Instrumental,Mikrokosmos,spotify:track:4JziPnL7ItO5HKKDNxcNAW,257ers,0.000131,0.786,164160,0.762,0.811,0,0.0724,-5.141,1,0.0402,123.008,4,0.932
13387,The Number of the Beast,The Covers,spotify:track:4K0J60qANcOepqn8X6qprT,Shawn James & the Shapeshifters,0.56,0.243,384175,0.687,8.42e-05,0,0.0838,-5.239,1,0.0341,124.887,4,0.185
13388,Wiederbelebt,High & Hungrig 2,spotify:track:4K0feaOBLphiCdrs7O3l9I,Gzuz,0.418,0.53,178587,0.822,0.0,10,0.0754,-6.658,0,0.897,86.281,4,0.472
13389,Plagwitz,Kompott geht immer,spotify:track:4K4GGOOhGNOsj0pkKKaBQo,Duo Stiehler/Lucaciu,0.739,0.871,224463,0.467,0.81,10,0.258,-10.152,1,0.0616,115.99,4,0.831
13390,,,spotify:track:4K5wju7Hht1PuqfFlES2l5,,0.0104,0.633,167365,0.93,0.0,9,0.0866,-3.262,1,0.0748,124.041,4,0.701
13391,"Sakrileg, Kapitel 118",Sakrileg,spotify:track:4K8IsPwTDSe0axNWghXScB,Dan Brown,0.301,0.712,520027,0.692,0.0,11,0.714,-14.632,0,0.907,124.085,3,0.422
13392,Happy Endings,Happy Endings,spotify:track:4K8hnePYn53feKuoAXtto6,Sticky Fingers,0.557,0.799,176240,0.569,0.0,5,0.232,-6.56,1,0.0417,128.001,4,0.605
13393,"Sakrileg, Kapitel 112",Sakrileg,spotify:track:4KAXGG42BVkaOEbdErRf9Y,Dan Brown,0.215,0.611,296293,0.558,0.0,2,0.186,-15.798,1,0.481,129.716,5,0.787
13394,Bittersweet,Flickshots & Quickscopes,spotify:track:4KFcmYICCe24YbAxAWEQAW,baaskaT,0.245,0.742,86000,0.346,0.827,6,0.11,-16.167,0,0.167,82.969,4,0.937
13395,Caroline,Caroline,spotify:track:4KGCepP37Xm5L9rwmE5Llq,Aminé,0.272,0.946,209747,0.396,0.0,10,0.129,-8.458,1,0.476,120.091,4,0.693
13396,"Helden des Olymp, Teil 5: Das Blut des Olymp, Kapitel 88","Helden des Olymp, Teil 5: Das Blut des Olymp",spotify:track:4KKrzWBN6F4zQULRrHtiMz,Rick Riordan,0.128,0.665,230634,0.27,0.0,5,0.422,-16.098,1,0.955,149.955,4,0.628
13397,Kapitel 02,Meteor,spotify:track:4KMKs0Y0NfqBB91SxzW7VQ,Dan Brown,0.366,0.69,457920,0.379,0.0,11,0.169,-14.813,0,0.964,138.192,3,0.431
13398,008 - Vorsicht Strandhaie! - Teil 23,008/Vorsicht Strandhaie,spotify:track:4KNjz1RAYS0jkQSnugD5k4,Die drei !!!,0.785,0.634,113920,0.705,0.0,11,0.68,-9.784,0,0.729,108.835,4,0.753
13399,romantic evenings,Tomorrow,spotify:track:4KPuDGKuBOITkxP5PrBxPU,tawnbei,0.453,0.779,80000,0.529,0.913,6,0.296,-12.134,0,0.246,84.041,4,0.309
13400,ALLEIN,FEELINGS,spotify:track:4KPvKAbfW1MSwRD26ZwXig,JPD,0.521,0.537,156855,0.437,0.459,2,0.0948,-12.71,0,0.226,76.588,4,0.29
13401,bloom,bloom,spotify:track:4KQXtZPbZlc9o4qnvuolz1,natureboy.,0.411,0.734,108293,0.164,0.76,0,0.105,-18.334,0,0.0552,82.013,4,0.112
13402,And Your Bird Can Sing - Remastered 2009,Revolver,spotify:track:4KRgqwb4kvBuTz1utbYxfb,The Beatles,0.0067,0.555,120493,0.65,0.0491,4,0.236,-6.936,1,0.0282,132.59,4,0.966
13403,Üff Üff,"Habuubz, Volume 1",spotify:track:4KRmpPRbmQ8s3D1PWtZeIi,Fard,0.00836,0.866,179439,0.829,0.0,10,0.0751,-5.504,0,0.261,125.19,4,0.534
13404,Undercover,Undercover,spotify:track:4KU7t05YtC2fNl5rZfDDKN,Aisha Vibes,0.0101,0.739,147527,0.705,0.0,1,0.128,-4.956,0,0.271,100.423,4,0.62
13405,005 - Tatort Paris - Teil 22,005/Tatort Paris,spotify:track:4KUSdue4KHXGt0Rq6bH8Pq,Die drei !!!,0.809,0.695,103480,0.709,0.0,7,0.467,-9.269,1,0.935,101.6,3,0.344
13406,Diggy Diggy Hole,Wintersaga,spotify:track:4KUaNBVG2YRoIrg8ajzBaf,Wind Rose,0.000206,0.311,315986,0.942,0.238,8,0.158,-5.175,1,0.0483,125.006,4,0.651
13407,023 - Undercover im Netz - Teil 03,023/Undercover im Netz,spotify:track:4KWZdAhMn5MFokVJI3YhOr,Die drei !!!,0.457,0.619,105093,0.807,0.0,7,0.715,-9.394,1,0.522,109.66,4,0.485
13408,Day Trip,Coffee House Classics,spotify:track:4KYw57IhvzsDPi7adaFQkX,Coffee House Classics,0.59,0.789,76800,0.295,0.814,5,0.11,-14.17,1,0.0728,62.556,4,0.663
13409,Fat Lip,"All Killer, No Filler",spotify:track:4KacUpvbA3Mfo05gttTjhN,Sum 41,0.000579,0.403,178267,0.914,0.0,9,0.065,-5.215,1,0.142,196.482,4,0.626
13410,Magic Carpet,Magic Carpet,spotify:track:4KbPvG2JzC0Sdu4RtI9y9S,Bou,0.151,0.633,276938,0.746,0.00634,10,0.0922,-4.541,1,0.104,87.043,4,0.184
13411,Andrea (Viva Voce),Noah war ein Archetyp - Zweite Fassung,spotify:track:4KctRObatYduIL8j2aFppr,Bodo Wartke,0.665,0.442,166707,0.742,0.0,7,0.95,-7.114,1,0.207,145.762,4,0.802
13412,"Chopin: Piano Sonata No. 3 in B Minor, Op. 58: I. Allegro maestoso",Chopin: The Legendary 1965 Recording,spotify:track:4KdU8Qm3HPLTNGxLocWJBI,Frédéric Chopin,0.991,0.232,530347,0.188,0.922,11,0.13,-16.035,1,0.0375,72.888,3,0.0775
13413,"Musik zum Arbeiten und Motivieren, Pt. 2",Beruhigende Musik zur Konzentration und zum Nachdenken,spotify:track:4KgMVovG9sgGWYWUUu0xxD,Farino,0.896,0.179,305889,0.0789,0.951,2,0.114,-21.084,0,0.0444,95.734,4,0.0625
13414,Love Will Take You,The Twilight Saga: Breaking Dawn - Part 1,spotify:track:4Kh0kLj0LUZvDeJN9T8cqk,Angus & Julia Stone,0.119,0.572,270040,0.534,0.326,2,0.0816,-9.348,1,0.0352,103.038,4,0.337
13415,"Unter Geiern - Karl Mays Gesammelte Werke, Band 35, Teil 11",Unter Geiern,spotify:track:4KkWeTuNElo6GAVKKAtLZ0,Karl May,0.704,0.717,270016,0.373,0.0,2,0.306,-10.496,1,0.909,127.685,5,0.768
13416,Bad and Boujee (feat. Lil Uzi Vert),Culture,spotify:track:4Km5HrUvYTaSUfiSGPJeQR,Migos,0.0611,0.926,343150,0.666,0.0,11,0.123,-5.314,1,0.244,127.079,4,0.168
13417,In The Dust,Moonlight Jazz,spotify:track:4KnU0DYEytJtOvl4E2NQx8,Chill Select,0.165,0.688,175482,0.299,0.805,7,0.107,-11.366,1,0.117,83.02,4,0.616
13418,Jah Give Us Life,Soul Rasta,spotify:track:4Ko5m7aKCXsXfUvUt3NnMg,Fantan Mojah,0.19,0.685,283961,0.776,0.0,6,0.104,-3.648,1,0.189,152.289,4,0.804
13419,,,spotify:track:4KpUTPnPOEzn00vG5sq2cx,,0.829,0.723,108271,0.33,0.847,4,0.114,-10.718,0,0.0639,82.051,4,0.457
13420,Träume,2 Millionen Umsatz mit einer einfachen Idee,spotify:track:4KrOc8lvnxBBuA8FoUeAIv,The Screenshots,3.27e-05,0.506,177387,0.856,0.000173,11,0.0564,-3.856,0,0.115,83.969,4,0.713
13421,Bist du Okay - Pianoversion,Bist du Okay,spotify:track:4Kvw2VXL1IqTp2igaQjlPt,Mark Forster,0.84,0.781,155309,0.344,0.0,4,0.337,-10.376,0,0.0502,125.156,4,0.594
13422,Robot King,Helloween,spotify:track:4KvwOQqxUnMZ8vx6ExwzjZ,Helloween,1.13e-05,0.393,427893,0.984,1.45e-06,1,0.132,-6.095,0,0.137,145.973,4,0.0394
13423,Panzerband & billiges Crack - Remix,Panzerband & billiges Crack,spotify:track:4KzFFAQplbejU0m5dFcDVx,Crystal F,0.0428,0.831,300742,0.793,0.00014,3,0.0732,-5.926,1,0.277,166.005,4,0.737
13424,Daylight,Day and Night,spotify:track:4KzOCnL6LJhZHqobM1LrAB,Aiguille,0.333,0.827,141333,0.336,0.909,1,0.24,-10.605,1,0.119,90.027,4,0.347
13425,,,spotify:track:4KzOYxD4qIkUtZV9ZYakGu,,0.00888,0.471,205320,0.786,1.89e-06,1,0.187,-5.24,1,0.192,160.01,4,0.61
13426,original me (feat. dan reynolds of imagine dragons),original me (feat. dan reynolds of imagine dragons),"spotify:track:4KzOYxD4qIkUtZV9ZYakGu,spotify:track:23LO7eixhyLLEfUdbGYORS",YUNGBLUD,,,,,,,,,,,,,
13427,Maxi King,Maxi King,spotify:track:4L2pOra0PxKrWhrSHlvgEP,Symba,0.245,0.898,118000,0.523,0.0,1,0.104,-7.11,1,0.402,139.926,4,0.378
13428,A Pasito,Sofa,spotify:track:4L6BXnGCdCVKY81qSmhRpG,Smuv,0.768,0.852,92500,0.0763,0.861,11,0.11,-14.561,0,0.117,83.458,4,0.861
13429,,,spotify:track:4L7jMAP8UcIe309yQmkdcO,,0.0272,0.913,234093,0.603,0.000503,8,0.167,-4.892,1,0.226,123.061,4,0.497
13430,Demiurge,Koloss,spotify:track:4LB264fAdV4BPK99w4UMxl,Meshuggah,3.26e-05,0.207,372867,0.945,0.79,1,0.0947,-5.277,1,0.0787,113.254,3,0.0399
13431,,,spotify:track:4LFTLsnrGGZFtHdjlrV8Gx,,0.188,0.244,402202,0.108,0.909,0,0.0509,-14.973,1,0.0451,118.723,4,0.0254
13432,Sixteen Tons,Me and My Radio,spotify:track:4LFtCJkH995aMpERGP7jxf,Anthony Strong,0.832,0.597,153104,0.273,0.0,11,0.191,-11.896,0,0.109,142.073,4,0.38
13433,"Hurra, hurra, die Schule brennt",Ihre grössten Erfolge,spotify:track:4LI4YCdKH2fLjyhtbtHXrY,Extrabreit,0.000917,0.61,154827,0.472,2.43e-05,11,0.0752,-14.66,1,0.081,96.154,4,0.685
13434,Sensory,Sensory,spotify:track:4LJ3bX4t7mXN0y3io89fRq,Jakspin,0.536,0.7,129882,0.493,0.795,3,0.216,-8.392,0,0.0681,85.026,4,0.7
13435,What's My Age Again?,Enema Of The State,spotify:track:4LJhJ6DQS7NwE7UKtvcM52,blink-182,0.012,0.391,148360,0.951,0.000446,6,0.0878,-7.419,1,0.0688,157.663,4,0.468
13436,"Bitte, halt dein Maul","Bitte, halt dein Maul",spotify:track:4LKU0hmoXxc1Ot105sKJXI,ENNA,0.0432,0.875,144312,0.583,0.000177,0,0.122,-8.515,1,0.139,102.008,4,0.135
13437,022 - Jagd im Untergrund - Teil 08,022/Jagd im Untergrund,spotify:track:4LMZoOxdw9KxtMHyS8v3l6,Die drei !!!,0.213,0.517,94267,0.49,0.000184,7,0.288,-15.292,1,0.521,103.113,4,0.227
13438,"Sakrileg, Kapitel 65",Sakrileg,spotify:track:4LOGQXpHyAgDLbJZ73efYS,Dan Brown,0.399,0.641,349840,0.463,0.0,11,0.0987,-15.797,0,0.933,87.35,4,0.796
13439,Mirrors,Parallels,spotify:track:4LQ80DqWzzMMYjlgA0wsyg,Mynth,0.00454,0.639,195333,0.47,0.00806,10,0.115,-7.324,0,0.0322,121.969,4,0.176
13440,AND IT SHOWS,"Long Time, No See.",spotify:track:4LRdsTlD3gyu5Mkmv2Jy8O,Aim Vision,0.187,0.73,123298,0.555,0.0236,4,0.167,-7.751,0,0.0714,148.04,4,0.867
13441,Lord of Latveria,Fallen Angel,spotify:track:4LRuqfNEvF1q0eFkiIUAO3,jarjarjr,0.0848,0.749,176663,0.298,0.801,7,0.148,-5.759,1,0.353,164.028,4,0.207
13442,Fast Forward,Fast Forward,spotify:track:4LShYaypRgtyXOeBKoPaO9,You Me At Six,0.00264,0.533,194666,0.779,3.15e-06,4,0.0973,-6.001,0,0.0477,102.971,4,0.469
13443,Kenne deinen Kiez,Vierviertel der Takt,spotify:track:4LSiEHYwTfdDbyncxrlt4Y,MXM,0.219,0.892,192000,0.541,1.32e-05,8,0.115,-10.005,0,0.364,92.947,4,0.791
13444,,,spotify:track:4LTBL08kyKDzFqNYRwOHzE,,0.757,0.613,283880,0.44,0.0,7,0.338,-11.257,1,0.0405,133.818,4,0.346
13445,Go Rilla - Acoustic Version,Beautiful Sadness (Acoustic EP),"spotify:track:4LTBL08kyKDzFqNYRwOHzE,spotify:track:4LhMshtzPFbPxT0qTucmdF",FIL BO RIVA,,,,,,,,,,,,,
13446,Regen,POP,spotify:track:4LTOtwBvBfUdkIY6xJGLzu,Fynn Kliemann,0.736,0.676,224004,0.693,1.02e-05,3,0.135,-5.093,0,0.0441,82.492,4,0.484
13447,blaulicht und sirenen,tränen von dir,spotify:track:4LTe7q3n3Ws35obMsXc3RG,Saiya Tiaw,0.361,0.561,87061,0.451,0.885,11,0.135,-14.642,0,0.04,148.066,3,0.153
13448,Jolene,Love Their Country,spotify:track:4LWU2IcHQHnJOSDb33ewEM,Me First and the Gimme Gimmes,4.8e-06,0.394,107467,0.94,0.00206,9,0.0415,-3.865,0,0.0675,121.618,4,0.712
13449,"To Heal at All, You Have to Feel It All","To Heal at All, You Have to Feel It All",spotify:track:4LWnD84QrOjGwVfZGcG84K,Can't Swim,0.0226,0.55,173227,0.92,0.00517,4,0.406,-4.187,0,0.0489,106.817,3,0.528
13450,perdu,perdu,spotify:track:4LXIIOIRX2DAvpfwf1i68R,Ajar,0.0318,0.592,176813,0.793,0.0,4,0.261,-5.551,0,0.0686,111.117,4,0.679
13451,Hypnosis,Chillhop Essentials Fall 2019,spotify:track:4LcqOSx9c7boYhWy8G02qQ,Evil Needle,0.296,0.792,202500,0.084,0.904,7,0.348,-14.396,0,0.0434,80.028,4,0.463
13452,,,spotify:track:4Ld3RS6KBXGsvtfmnjxlVl,,0.423,0.622,207013,0.701,0.0,8,0.0955,-5.452,1,0.0559,179.998,4,0.645
13453,El Perdón (with Enrique Iglesias),El Perdón (with Enrique Iglesias),"spotify:track:4Ld3RS6KBXGsvtfmnjxlVl,spotify:track:7qCAVkHWZkF44OzOUKf8Cr",Nicky Jam,,,,,,,,,,,,,
13454,Brusthaare,Die Ernte,spotify:track:4Ldpw50XTslcoM3o7VsREE,Plusmacher,0.064,0.865,160017,0.632,0.0,9,0.0624,-5.241,0,0.366,92.0,4,0.541
13455,I've Got The World On A String,Ultimate Sinatra,spotify:track:4LfgeOiPsAjDgDYSgmntCU,Frank Sinatra,0.809,0.572,129813,0.372,0.0,2,0.3,-7.022,1,0.0513,123.437,4,0.499
13456,Schwarzmaler,Schwarzmaler,spotify:track:4Lg4ga9A7VXW6BUnR4ZWBD,Fahnenflucht,6.2e-06,0.446,156893,0.992,0.0369,8,0.339,-3.519,1,0.0595,146.072,4,0.834
13457,Eins für,Eins für,spotify:track:4LhMVfa4BMRF7ij2oeEeqi,Presslufthanna,0.15,0.724,185167,0.466,0.0,1,0.105,-9.0,0,0.466,82.893,4,0.749
13458,,,spotify:track:4LhMshtzPFbPxT0qTucmdF,,0.741,0.613,283172,0.434,0.0,7,0.331,-11.419,1,0.0397,133.828,4,0.348
13459,Xansem's Deep Space Cafe,Sci-fi LoFi,spotify:track:4LiWxhgi7YW7H5lTqfvfte,ScrubMakesMusic,0.164,0.58,64000,0.644,0.548,4,0.187,-14.38,0,0.0397,89.95,4,0.886
13460,Empty,Empty,spotify:track:4Lj1dqS8kyyiZcEZP1hVKJ,Outwaves,0.00681,0.425,188775,0.865,0.0,5,0.339,-5.102,0,0.0595,99.989,4,0.531
13461,Tag am Teer,Tag Am Teer,spotify:track:4LlTrzSFWBXLbdagFWmIBP,Torky Tork,0.346,0.861,69921,0.387,0.202,2,0.059,-14.429,1,0.0784,127.054,4,0.953
13462,037 - Mission Pferdeshow - Teil 19,037/Mission Pferdeshow,spotify:track:4LoqEo9NWsTPYydm6vdMIa,Die drei !!!,0.332,0.561,95280,0.624,0.0,1,0.714,-10.94,0,0.363,147.071,3,0.281
13463,Città vuota,Studio Uno,spotify:track:4LrFMFEu8tc8DKm4VXGnJd,Mina,0.865,0.716,158000,0.615,0.00061,7,0.0966,-5.255,0,0.0319,109.035,4,0.72
13464,Heavy Ocean,Heavy Ocean,spotify:track:4LrrhATgpeT9kc3UVm9I2H,créature sonore,0.786,0.804,146687,0.0647,0.562,2,0.0829,-17.048,0,0.0758,80.078,4,0.551
13465,Alla Turca Stomp,Noah war ein Archetyp - Zweite Fassung,spotify:track:4Ls6W9mE5bbHcq42SeDXT7,Bodo Wartke,0.949,0.526,247053,0.7,0.944,4,0.839,-10.975,0,0.071,114.025,4,0.357
13466,,,spotify:track:4Lt4Ljc1acUJBbx8O6FIdV,,0.187,0.602,195573,0.654,0.0,1,0.0864,-6.467,1,0.0883,92.303,4,0.733
